zone,family,center,cI,Q,zero_count_zone,zero_min,zero_max,E,S,Beff,zeros_used,J_max,J_0,J_1,J_2,J_3,J_4,tail_drift,reg_drift,classification
2118.308694211159,zero_ordinate,2097.951922199887,0.2,7.64871687267836,101,2064.304867699634,2172.250962827517,30512503.44383632,7156.038508002768,-8.470546096322165,69,41238884.86640867,-7156.038508001398,-2.900348104935851,343661.6512330544,-4.206203983129271,-41238884.86640867,7.745710558538591e-08,32.391891003973484,healthy_proxy
2118.308694211159,zero_ordinate,2097.951922199887,0.5,7.64871687267836,101,2064.304867699634,2172.250962827517,13302847.338887319,7156.038508002768,-8.06251317212896,69,41238884.86640867,-7156.038508001398,-2.900348104935851,343661.6512330544,-4.206203983129271,-41238884.86640867,5.96806005099455e-08,34.92704952311896,healthy_proxy
2118.308694211159,zero_ordinate,2097.951922199887,1.0,7.64871687267836,101,2064.304867699634,2172.250962827517,7467044.934810555,7156.038508002768,-7.77867536955621,69,41238884.86640867,-7156.038508001398,-2.900348104935851,343661.6512330544,-4.206203983129271,-41238884.86640867,1.678141008889132e-08,31.343025680536247,healthy_proxy
2118.308694211159,zero_ordinate,2099.311651265061,0.1,7.649364784866356,101,2064.304867699634,2172.250962827517,44056399.52538001,7161.03578405311,-8.650735076995202,69,41249372.15256303,-7161.035784051749,0.01717445174412243,343745.80592713156,0.006581136386319068,-41249372.15256303,6.692844036809986e-08,43.40176198338093,healthy_proxy
2118.308694211159,zero_ordinate,2099.311651265061,0.2,7.649364784866356,101,2064.304867699634,2172.250962827517,30562005.535284147,7161.03578405311,-8.47099017961204,69,41249372.15256303,-7161.035784051749,0.01717445174412243,343745.80592713156,0.006581136386319068,-41249372.15256303,7.755066420208192e-08,32.357042363626164,healthy_proxy
2118.308694211159,zero_ordinate,2099.311651265061,0.5,7.649364784866356,101,2064.304867699634,2172.250962827517,13320766.375005228,7161.03578405311,-8.062839112574382,69,41249372.15256303,-7161.035784051749,0.01717445174412243,343745.80592713156,0.006581136386319068,-41249372.15256303,5.984403683875255e-08,34.89743368331825,healthy_proxy
2118.308694211159,zero_ordinate,2099.311651265061,1.0,7.649364784866356,101,2064.304867699634,2172.250962827517,7471423.840655448,7161.03578405311,-7.778639670614673,69,41249372.15256303,-7161.035784051749,0.01717445174412243,343745.80592713156,0.006581136386319068,-41249372.15256303,1.703384338910557e-08,31.3403991819263,healthy_proxy
2118.308694211159,zero_ordinate,2100.593745236862,0.1,7.64997531957635,101,2064.304867699634,2172.250962827517,44021820.61731954,7158.552646620853,-8.650009851533712,70,41259239.064084515,-7158.552646619493,4.035053432114054,343832.88540929195,6.680907079461716,-41259239.064084515,7.89076364388673e-08,43.453703108303216,healthy_proxy
2118.308694211159,zero_ordinate,2100.593745236862,0.2,7.64997531957635,101,2064.304867699634,2172.250962827517,30531716.643792327,7158.552646620853,-8.470170580219868,70,41259239.064084515,-7158.552646619493,4.035053432114054,343832.88540929195,6.680907079461716,-41259239.064084515,9.143542285061175e-08,32.40308619896191,healthy_proxy
2118.308694211159,zero_ordinate,2100.593745236862,0.5,7.64997531957635,101,2064.304867699634,2172.250962827517,13312453.240161005,7158.552646620853,-8.062216034410257,70,41259239.064084515,-7158.552646619493,4.035053432114054,343832.88540929195,6.680907079461716,-41259239.064084515,7.041492158482456e-08,34.93644357568893,healthy_proxy
2118.308694211159,zero_ordinate,2100.593745236862,1.0,7.64997531957635,101,2064.304867699634,2172.250962827517,7474479.945512725,7158.552646620853,-7.7785355411350094,70,41259239.064084515,-7158.552646619493,4.035053432114054,343832.88540929195,6.680907079461716,-41259239.064084515,1.9711852843954473e-08,31.342834695540255,healthy_proxy
2118.308694211159,zero_ordinate,2101.135489459109,0.1,7.650233186847175,101,2064.304867699634,2172.250962827517,44031151.63656288,7159.308807218941,-8.649970715879814,71,41263411.488118775,-7159.308807217575,-4.056448017498714,343867.6451069055,-6.688599204455499,-41263411.488118775,6.508978337458786e-08,43.45330367584488,healthy_proxy
2118.308694211159,zero_ordinate,2101.135489459109,0.2,7.650233186847175,101,2064.304867699634,2172.250962827517,30538235.678436957,7159.308807218941,-8.470135187036304,71,41263411.488118775,-7159.308807217575,-4.056448017498714,343867.6451069055,-6.688599204455499,-41263411.488118775,7.542366420966722e-08,32.402733229832876,healthy_proxy
2118.308694211159,zero_ordinate,2101.135489459109,0.5,7.650233186847175,101,2064.304867699634,2172.250962827517,13315260.311411383,7159.308807218941,-8.062186094273374,71,41263411.488118775,-7159.308807217575,-4.056448017498714,343867.6451069055,-6.688599204455499,-41263411.488118775,5.8085291823721016e-08,34.93614009889448,healthy_proxy
2118.308694211159,zero_ordinate,2101.135489459109,1.0,7.650233186847175,101,2064.304867699634,2172.250962827517,7476005.815250653,7159.308807218941,-7.778507000189698,71,41263411.488118775,-7159.308807217575,-4.056448017498714,343867.6451069055,-6.688599204455499,-41263411.488118775,1.6263821713830586e-08,31.342774212941254,healthy_proxy
2118.308694211159,zero_ordinate,2102.535100215297,0.1,7.650899086221567,101,2064.304867699634,2172.250962827517,44102422.97729976,7164.816018007191,-8.650395549754284,73,41274198.08810978,-7164.816018005828,0.3906656729964418,343952.9838118222,0.2862916844736667,-41274198.08810978,8.58553261256108e-08,43.40831242517477,healthy_proxy
2118.308694211159,zero_ordinate,2102.535100215297,0.2,7.650899086221567,101,2064.304867699634,2172.250962827517,30593148.169560097,7164.816018007191,-8.470655776030707,73,41274198.08810978,-7164.816018005828,0.3906656729964418,343952.9838118222,0.2862916844736667,-41274198.08810978,9.948209096672967e-08,32.36283413459079,healthy_proxy
2118.308694211159,zero_ordinate,2102.535100215297,0.5,7.650899086221567,101,2064.304867699634,2172.250962827517,13334927.420446252,7164.816018007191,-8.062566578963308,73,41274198.08810978,-7164.816018005828,0.3906656729964418,343952.9838118222,0.2862916844736667,-41274198.08810978,7.674868209559585e-08,34.90240498935164,healthy_proxy
2118.308694211159,zero_ordinate,2102.535100215297,1.0,7.650899086221567,101,2064.304867699634,2172.250962827517,7480223.435584911,7164.816018007191,-7.778451447406641,73,41274198.08810978,-7164.816018005828,0.3906656729964418,343952.9838118222,0.2862916844736667,-41274198.08810978,2.180247168202656e-08,31.34125099886353,healthy_proxy
2118.308694211159,zero_ordinate,2103.390454808714,0.1,7.651305824093656,101,2064.304867699634,2172.250962827517,44117600.411860116,7166.042369195596,-8.650338652155071,74,41280781.094113186,-7166.042369194226,-0.4309433171997846,344007.825902265,-0.2963320191571313,-41280781.094113186,7.534090676771866e-08,43.40727829095813,healthy_proxy
